drug_id,drug_name,atc_code
CID100135113,Sacrosidase,A16AB06
CID100145068,Nitric,R07AX01
CID100147740,Drospirenone,
CID100147912,Posaconazole,J02AC04
CID100148121,Pralatrexate,L01BA05
CID100148127,Ospemifene,
CID100148191,Temsirolimus,L01XE09
CID100148192,Atazanavir,J05AE08
CID100148211,Palonosetron,A04AA05
CID100150310,Eplerenone,C03DA04
CID100150311,Ezetimibe,C10AX09
CID100150610,Ertapenem,J01DH03
CID100151075,Nepafenac,S01BC10
CID100151165,Aprepitant,A04AD12
CID100151171,Conivaptan,C03XA02
CID100152945,Dutasteride,G04CB02
CID100153941,Entecavir,J05AF10
CID100153994,Clevidipine,
CID100154058,Solifenacin,G04BD08
CID100154256,Bazedoxifene,G03XC02
CID100156326,Asenapine,N05AH05
CID100156418,Cinacalcet,H05BX01
CID100157429,Gadopentetate,
CID100157688,Vinflunine,L01CA05
CID100157920,Lubiprostone,A06AX03
CID100157921,Methyl,L01XD03
CID100158781,Olmesartan,
CID100158786,Pegaptanib,
CID100159247,Sevelamer,
CID100160036,Mndpdp,
CID100160051,Colesevelam,C10AC04
CID100160352,Zidovudine/Lamivudine,
CID100163296,Tipranavir,J05AE09
CID100166548,Anidulafungin,J02AX06
CID100168625,Poly(Styrene,V03AE01
CID100168924,Lanthanum,V03AE03
CID100170361,Varenicline,N07BA03
CID100171558,Kaluril,
CID100176870,Erlotinib,L01XE03
CID100179344,Eslicarbazepine,
CID100185457,S-Benzoylmercaptoacetyltriglycine,
CID100192155,Prednefrin,
CID100193962,Etravirine,J05AG04
CID100197281,Gadobenate,V08CA08
CID100197712,Ambrisentan,C02KX02
CID100206527,L-Dmp,
CID100208898,Dronedarone,
CID100208902,Ramelteon,N05CH02
CID100208908,Lapatinib,L01XE07
CID100208920,Nuvaring,
CID100213023,Dabigatran,B01AE07
CID100213039,Darunavir,J05AE10
CID100213046,Lurasidone,
CID100214339,Luliconazole,
CID100216209,Aliskiren,C09XA02
CID100216210,Dabigatran,
CID100216235,Sitaxsentan,C02KX03
CID100216237,Tolvaptan,C03XA01
CID100216239,Sorafenib,L01XE05
CID100216258,Colimycin,
CID100216326,Lenalidomide,L04AX04
CID100216416,Lasofoxifene,
CID100219024,Regadenoson,C01EB21
CID100219078,Lacosamide,N03AX18
CID100219084,Gd-Eob-Dtpa,V08CA10
CID100219090,Fosaprepitant,
CID100222786,Cortisone,H02AB10
CID100222786,Cortisone,S01BA03
CID100315411,18F-Fdg,
CID100358641,Trimethoprim-Sulfamethoxazole,J01EE01
CID100441332,Carboprost,G02AD04
CID100441382,Natamycin,A01AB10
CID100441382,Natamycin,A07AA03
CID100441382,Natamycin,D01AA02
CID100441382,Natamycin,G01AA02
CID100441382,Natamycin,S01AA10
CID100443379,Cas,
CID100444006,Cefditoren,J01DD16
CID100444013,Gadoversetamide,V08CA06
CID100444033,Ciclesonide,R03BA08
CID100449193,Roflumilast,R03DX07
CID100455658,Hemin,
CID100477468,Fk463,J02AX05
CID100483407,Maraviroc,J05AX09
CID100489129,Efinaconazole,
CID100517045,Sodium,B05XA08
CID100644241,Nilotinib,L01XE08
CID100656628,Silodosin,G04CA04
CID100656892,Tmc207,
CID100657298,Propylthiouracil,H03BA02
CID100667490,6-Mercaptopurine,L01BB02
CID101349907,Methimazole,H03BB02
CID102723601,6-Thioguanine,L01BB03
CID102761171,Ethionamide,J04AD03
CID103006171,Rilpivirine,
CID103010818,D-Telaprevir,
CID103038497,Fospropofol,
CID103052762,Prucalopride,A03AE04
CID103055172,Pimecrolimus,D11AH02
CID103062316,Dasatinib,L01XE06
CID103080904,Estrofem,
CID103081276,Fluticasone/Salmeterol,
CID103081361,Vandetanib,
CID103081362,Telavancin,J01XA03
CID103081884,Copolymer,L03AX13
CID103085017,Sevelamer,V03AE02
CID103086257,Photofrin,L01XD01
CID103086685,Axitinib,
CID103086686,Sunitinib,L01XE04
CID103325225,Alx,H05AA03
CID104369359,Sitagliptin,A10BH01
CID104474778,2-Hydroxysuccinaldehyde,B03XA01
CID104479094,Doxercalciferol,H05BX03
CID104479097,Hydroxocobalamin,B03BA03
CID104479097,Hydroxocobalamin,V03AB33
CID104517618,Sodium,V03AB08
CID104630253,Alclometasone,D07AB10
CID104630253,Alclometasone,S01BA10
CID104659568,Entacapone,N04BX02
CID104659569,Tolcapone,N04BX01
CID105001396,Warfarin,B01AA03
CID105251896,Vildagliptin,A10BH02
CID105273759,Abacavir-Lamivudine,
CID105277135,Elvitegravir,
CID105281007,Dacarbazine,L01AX04
CID105310993,Acipimox,C10AD06
CID105311167,Halobetasol,
CID105327147,Polyoxyethylene,
CID105328940,Bosutinib,
CID105353894,Pralidoxime,V03AB04
CID105353980,Sulfasalazine,A07EC01
CID105359596,Arsenic,
CID105360237,Paroven,
CID105361912,Rifabutin,J04AB04
CID105361917,Methylnaltrexone,A06AH01
CID105362070,Balsalazide,A07EC04
CID105362420,Verteporfin,S01LA01
CID105381226,Rifampicin,J04AB02
CID105462337,Olsalazine,A07EC03
CID105464096,Ramiprilat,
CID105479141,Cgp,L03AX15
CID105487068,Mersyndol,
CID105487301,Tegaserod,A03AE02
CID105488383,Ofatumumab,L01XC10
CID105488547,Alvimopan,A06AH02
CID105493381,Deferasirox,V03AC03
CID106102852,Gadobutrol,V08CA09
CID106323497,Rifapentine,J04AB05
CID106326970,Selenium,D11AC03
CID106328144,Radium,
CID106328526,Ac1O3Ha7,
CID106331630,Eribulin,
CID106333887,Auranofin,M01CB03
CID106398970,Cefdinir,J01DD15
CID106433082,Hexaminolevulinate,
CID106433091,Tapentadol,N02AX06
CID106433101,Tafluprost,S01EE05
CID106433117,Indacaterol,R03AC18
CID106433119,Rivaroxaban,B01AX06
CID106435110,Ivermectin,P02CF01
CID106437075,Timentin,
CID106440191,Fidaxomicin,
CID106442177,Everolimus,L01XE10
CID106442177,Everolimus,L04AA18
CID106445540,Ixabepilone,L01DC04
CID106452749,Locorten,
CID106453361,Sativex,
CID106477186,Delamanid,
CID106850789,Iron,B03AB02
CID106850789,Iron,B03AC02
CID106850791,Leuprorelin,
CID106918182,Strontium,M05BX03
CID106918313,Vilazodone,
CID106918366,Fosaprepitant,
CID106918430,Ceftobiprole,
CID106918456,Prasugrel,B01AC22
CID106918462,Retapamulin,D06AX13
CID106918558,Fesoterodine,G04BD11
CID106918584,Sugammadex,V03AB35
CID106918638,Belinostat,
CID106918670,Pep005,
CID109794842,Tasimelteon,
CID109800339,Olodaterol,
CID109810131,Ceftaroline,
CID109811221,Cabazitaxel,
CID109812414,Dalteparin,B01AB04
CID109812414,Dalteparin,B01AB06
CID109812414,Dalteparin,B01AB07
CID109812414,Dalteparin,B01AB08
CID109812414,Dalteparin,B01AB10
CID109812414,Dalteparin,B01AB12
CID109815559,Trans,B01AD01
CID109818231,Tofacitinib,
CID109825285,Azilsartan,
CID109831414,Lovaza,
CID109831761,Irbesartan-Hydrochlorothiazide,
CID109831783,Stalevo,
CID109846180,Eltrombopag,B02BX05
CID109853053,Lomitapide,
CID109854489,Fluticasone,R01AD12
CID109865528,Mirabegron,
CID109869929,Avanafil,
CID109871419,Ticagrelor,
CID109887712,Dapagliflozin,
CID109898619,Depreotide,
CID109912092,Apremilast,
CID109924495,Perampanel,
CID109930048,Vernakalant,
CID109940864,Benicar-Hct,
CID109941444,Som230,
CID109966051,Lu,
CID110028615,Vorapaxar,
CID110096344,Linagliptin,
CID110107393,18F-Flutemetamol,
CID110113978,Pazopanib,L01XE11
CID110163178,Afatinib,
CID110178705,Besifloxacin,
CID110182969,Apixaban,
CID110324367,Boceprevir,
CID110465263,Lorcaserin,
CID110482134,Glycerol,
CID111001318,Tafamidis,
CID111020241,Ascorbate,A11GA01
CID111020241,Ascorbate,B03AA10
CID111020241,Ascorbate,G01AD03
CID111020241,Ascorbate,S01XA15
CID111163584,Alogliptin,A10BH04
CID111167602,Regorafenib,
CID111228026,Aclidinium,
CID111234049,Tr-700,
CID111235728,Saxagliptin,A10BH03
CID111238823,Azilsartan,
CID111254352,Sodium,
CID111304743,Riociguat,
CID111499245,An2690,
CID111501341,Florbetaben,
CID111505907,Zyprexa,
CID111519069,Umeclidinium,
CID111531537,Eliglustat,
CID111556711,Carfilzomib,
CID111593706,Sevelamer,
CID111597571,Crizotinib,
CID111597697,Lisdexamfetamine,
CID111672461,Gadofosveset,V08CA11
CID111707110,Trametinib,
CID111722286,Spinosad,
CID111947681,Nitroprusside,C02DD01
CID111949646,Empagliflozin,
CID111979316,Vasopressin,H01BA01
CID113559279,Ulipristal,
CID115951529,Mdv3100,
CID116004692,Macitentan,
CID116065945,Tmc435,
CID116126651,Pci-32765,
CID116129616,Salmon,H05BA01
CID116129616,Salmon,H05BA02
CID116129616,Salmon,H05BA03
CID116129617,Cosyntropin,H01AA02
CID116129629,Ly146032,J01XX09
CID116129632,Nuvocid,J01XA05
CID116129665,Vitrum,V04CK01
CID116129672,Insulin,A10AB01
CID116129672,Insulin,A10AB02
CID116129672,Insulin,A10AB03
CID116129672,Insulin,A10AC01
CID116129672,Insulin,A10AC02
CID116129672,Insulin,A10AC03
CID116129672,Insulin,A10AD01
CID116129672,Insulin,A10AD02
CID116129672,Insulin,A10AD03
CID116129672,Insulin,A10AE01
CID116129672,Insulin,A10AE02
CID116129672,Insulin,A10AE03
CID116129672,Insulin,A10AF01
CID116129682,Forteo,H05AA02
CID116129690,Ziconotide,N02BG08
CID116129701,T-A2-3,
CID116129703,Revasc,B01AE01
CID116129704,Bivalirudin,B01AE06
CID116130199,Enfuvirtide,J05AX07
CID116130295,Bpti,B02AB01
CID116130957,Org,H01CC01
CID116131215,Abarelix,L02BX01
CID116131310,Hepatitis,
CID116132265,Acth(1-39,H01AA01
CID116132283,Glucagon,H04AA01
CID116132344,Ocrh,V04CD04
CID116132418,Novolog,A10AB05
CID116132418,Novolog,A10AD05
CID116132438,Humalog,A10AB04
CID116132438,Humalog,A10AC04
CID116132438,Humalog,A10AD04
CID116132441,Refludan,B01AE02
CID116132446,Symlin,A10BX05
CID116134956,Liraglutide,A10BX07
CID116136245,Degarelix,L02BX02
CID116137271,Insulin,A10AE05
CID116139342,Lyxumia,
CID116139605,Teduglutide,
CID116156130,Exenatide,A10BX04
CID116158207,Linaclotide,
CID116158473,O291,
CID116213095,Pentastarch,B05AA07
CID116220172,Ivacaftor,
CID117754772,Ruxolitinib,
CID119371515,Alcaftadine,
CID122834577,Nesiritide,C01DX19
CID123668479,Raltegravir,J05AX08
CID123689036,Pertechnetate,
CID123690938,Piroxicam,M01AC01
CID123690938,Piroxicam,M02AA07
CID123690938,Piroxicam,S01BC06
CID124762228,Azarga,
CID124776445,Vismodegib,
CID124812758,Canagliflozin,
CID124822371,Florbetapir,
CID124826799,Ponatinib,
CID124838347,Glucagon,
CID124846132,Hetastarch,
CID124950485,Cobicistat,
CID124965990,Suvorexant,
CID125074470,Triptorelin,L02AE04
CID125074886,Cetrorelix,H01CC02
CID125077405,Nafarelin,H01CA02
CID125077993,Histrelin,H01CA03
CID125094462,Sofosbuvir,
CID125102847,Cabozantinib,
CID125880656,Doxycycline,A01AB22
CID125880656,Doxycycline,J01AA02
CID125880664,Tetracycline,A01AB13
CID125880664,Tetracycline,D06AA04
CID125880664,Tetracycline,J01AA07
CID125880664,Tetracycline,S01AA09
CID125880664,Tetracycline,S02AA08
CID125880664,Tetracycline,S03AA02
CID126275995,Minocycline,A01AB23
CID126275995,Minocycline,J01AA08
CID140468184,Acenocoumarol,B01AA07
CID142611257,Vemurafenib,
CID144134877,Oxytetracycline,D06AA03
CID144134877,Oxytetracycline,G01AA07
CID144134877,Oxytetracycline,J01AA06
CID144134877,Oxytetracycline,S01AA04
CID144146714,Lantus,A10AE04
CID144201342,Tesamorelin,
CID144201343,Ecallantide,
CID144462760,Dabrafenib,
CID144564107,Mipomersen,
CID144564722,Promacta,
CID144567678,Dalbavancin,J01XA04
CID146181941,Signifor,
CID146216142,Dolutegravir,
CID151508717,Tenoxicam,M01AC02
CID151601240,Demeclocycline,D06AA01
CID151601240,Demeclocycline,J01AA01
CID153477714,Heparin,B01AB01
CID153477714,Heparin,C05BA03
CID153477714,Heparin,S01XA14
CID153627505,Hydroxypropyl,
CID154677977,A77,
CID154681041,Tigecycline,J01AA12
CID154682541,Doxycycline,
CID154687131,Lymecycline,J01AA04
CID156603655,Pegaptanib,S01LA03
CID156842239,N-3,
CID170683024,X,
CID170695640,Colestyramine,C10AC01
CID171306834,K779,L03AB05
